Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	22.72093023255814	10.118657833130326	-inf	43	0.982	0.0005	2.1648605664571125e-05
2000	22.382022471910112	10.883969882537777	-inf	89	0.964	0.0005	0.0002227827575471666
3000	21.99	11.087375703925614	23.12	133	0.946	0.0005	0.0003485608763164944
4000	21.1	10.24255827418131	23.12	184	0.9279999999999999	0.0005	0.0004790583584043715
5000	20.32	9.793753111039711	23.12	232	0.91	0.0005	0.0006091408597098456
6000	21.21	10.596504140517286	23.12	279	0.892	0.0005	0.0007414975431230333
7000	21.16	9.787461366462706	23.12	327	0.874	0.0005	0.0008715891838073731
8000	20.01	8.957114490727468	23.12	378	0.856	0.0005	0.0010075200266308254
9000	22.01	10.508563174858875	23.12	418	0.838	0.0005	0.0011464116308424208
10000	24.93	13.279499237546574	25.33	454	0.82	0.0005	0.0012867485814624362
11000	27.44	15.783738467169304	27.52	488	0.802	0.0005	0.0014898163742489284
12000	29.06	16.55102413749675	29.69	520	0.784	0.0005	0.0016598805454042223
13000	32.45	19.899937185830513	32.61	544	0.766	0.0005	0.0018116625150044758
14000	37.32	25.35818605500007	37.32	563	0.748	0.0005	0.001969349980354309
15000	41.72	28.940310986580638	41.72	584	0.73	0.0005	0.0021285557746887206
16000	45.57	31.73271340430881	45.57	599	0.712	0.0005	0.0022911552588144937
17000	51.09	37.48202102341868	51.09	615	0.694	0.0005	0.0024530777666303847
18000	54.55	39.07412826922695	54.55	633	0.6759999999999999	0.0005	0.002608916693263584
19000	57.99	40.05982900612532	58.49	648	0.6579999999999999	0.0005	0.0027614149782392715
20000	59.35	40.4030630026982	59.35	665	0.6399999999999999	0.0005	0.002918769121170044
21000	62.35	42.14222941421111	63.53	679	0.622	0.0005	0.0030970913834042018
22000	64.21	43.76237996270313	64.21	693	0.604	0.0005	0.0032842594385147097
23000	65.38	47.253947983210885	66.21	704	0.586	0.0005	0.0034659086333380805
24000	68.81	47.4783519090543	68.81	716	0.5680000000000001	0.0005	0.003668320576349894
25000	74.93	51.578727204148805	74.93	725	0.55	0.0005	0.003944630821545919
26000	75.6	51.93996534461685	78.06	736	0.532	0.0005	0.004183558887905545
27000	80.58	55.297772107020734	80.82	747	0.514	0.0005	0.004402112497223748
28000	85.24	57.04456503471649	85.24	756	0.4959999999999999	0.0005	0.0046017411020067
29000	90.72	59.66239686770889	90.72	762	0.478	0.0005	0.004772889481650458
30000	97.67	62.214155141736036	97.67	768	0.45999999999999996	0.0005	0.004969686998261346
31000	101.17	63.58821510311483	101.17	775	0.44199999999999995	0.0005	0.005210341413815816
32000	108.03	64.70926595163942	108.03	780	0.42399999999999993	0.0005	0.005398712489340041
33000	115.42	65.62517504738558	115.42	785	0.4059999999999999	0.0005	0.005578194724188911
34000	121.79	65.91362453999932	121.79	790	0.3879999999999999	0.0005	0.005773853858311971
35000	126.14	64.70147138976053	126.68	797	0.37	0.0005	0.005984631975491842
36000	130.22	63.780181874936666	130.22	802	0.352	0.0005	0.006165428625212775
37000	135.87	63.570693719669286	135.87	807	0.33399999999999996	0.0005	0.0063472869661119246
38000	142.42	62.132790054849465	142.42	814	0.31599999999999995	0.0005	0.006528621051046584
39000	145.85	62.317473472534175	145.85	819	0.29799999999999993	0.0005	0.006716388596428765
40000	150.2	59.817221600472216	150.2	825	0.2799999999999999	0.0005	0.006901056634055243
41000	155.08	58.05181823164542	155.08	830	0.262	0.0005	0.007120280265808105
42000	160.47	55.957743878751934	160.47	835	0.244	0.0005	0.007345601121584574
43000	166.74	49.98152058511226	166.74	840	0.22599999999999998	0.0005	0.007540130549006992
44000	170.71	47.10823601027744	170.71	845	0.20799999999999996	0.0005	0.0077398638592825995
45000	175.5	42.341114770397816	175.5	850	0.18999999999999995	0.0005	0.007939406633377076
46000	179.99	37.90316477551709	179.99	855	0.17199999999999993	0.0005	0.008133781949679057
47000	182.86	35.50915938177078	182.86	860	0.15400000000000003	0.0005	0.008331124186515809
48000	183.87	34.332682679918854	183.87	866	0.136	0.0005	0.008537691632906595
49000	186.21	29.56967872669569	186.21	871	0.118	0.0005	0.00874887446562449
50000	188.2	27.259493759055765	188.2	876	0.1	0.0005	0.0089543616771698
51000	188.54	27.192432770901544	188.54	881	0.0984	0.0005	0.009157461126645406
52000	188.41	27.18716425080041	188.81	886	0.09680000000000001	0.0005	0.009360265798038907
53000	188.45	27.18506023535721	188.81	891	0.0952	0.0005	0.0096179641617669
54000	190.92	22.992468332042996	190.92	896	0.0936	0.0005	0.009822736647393969
55000	192.58	20.036057496423794	192.58	901	0.092	0.0005	0.010030328300264147
56000	192.37	20.20576897819036	192.61	906	0.09040000000000001	0.0005	0.010244927207628885
57000	192.69	19.53135683970778	192.69	911	0.0888	0.0005	0.010479995277192858
