Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
48000	183.9	42.84471962797749	183.9	806	0.136	0.0005	0.009315159453286065
49000	185.2	42.01690136123796	185.2	811	0.118	0.0005	0.009559643864631652
50000	188.32	37.66666430678459	188.32	816	0.1	0.0005	0.009767633610301548
51000	190.8	33.321464553647694	190.8	821	0.0984	0.0005	0.009985313349299961
52000	193.07	29.67970855652057	193.07	826	0.09680000000000001	0.0005	0.010211920804447598
53000	193.07	29.679708556520566	193.07	831	0.0952	0.0005	0.010419080522325304
54000	194.22	27.627008524268422	194.22	836	0.0936	0.0005	0.010659004979663425
55000	195.27	25.768917323007575	195.27	841	0.092	0.0005	0.010866009129418267
56000	195.27	25.768917323007575	195.27	846	0.09040000000000001	0.0005	0.01106854690445794
57000	197.05	18.996512837886847	197.05	851	0.0888	0.0005	0.011294685271051194
58000	197.05	18.996512837886847	197.05	856	0.0872	0.0005	0.011503999431928
59000	197.39	18.74027481121875	197.39	861	0.08560000000000001	0.0005	0.011721340550316704
60000	198.99	10.04937311477686	198.99	866	0.084	0.0005	0.011942154963811239
61000	198.9	10.08017856984686	198.99	871	0.0824	0.0005	0.012147788869010077
62000	199.76	1.7327434893832379	199.76	876	0.08080000000000001	0.0005	0.012350214918454488
63000	199.4	3.111269837220809	199.76	881	0.0792	0.0005	0.012552805807855394
64000	196.85	17.088226941376917	199.76	888	0.0776	0.0005	0.012774440513716803
65000	196.56	17.27733775788388	199.76	893	0.07600000000000001	0.0005	0.012985758052931892
66000	195.8	17.84040358287895	199.76	898	0.07440000000000001	0.0005	0.013205362492137485
67000	195.8	17.840403582878945	199.76	903	0.0728	0.0005	0.013426224986712138
68000	195.16	18.67228962928757	199.76	908	0.07120000000000001	0.0005	0.01363642692565918
69000	195.16	18.672289629287565	199.76	913	0.06960000000000001	0.0005	0.013840406934420268
70000	194.66	18.763912172039177	199.76	919	0.068	0.0005	0.014044713311725193
71000	193.97	19.190859803562734	199.76	924	0.06640000000000001	0.0005	0.014251553018887838
72000	193.29	19.57206938471249	199.76	929	0.0648	0.0005	0.014458337161276076
73000	192.68	19.751394887450353	199.76	935	0.0632	0.0005	0.014663376874393888
74000	185.93	37.80588710769792	199.76	943	0.06160000000000001	0.0005	0.014868659377098083
75000	185.93	37.80588710769792	199.76	948	0.060000000000000005	0.0005	0.015074033008681403
76000	184.62	37.986781911607096	199.76	954	0.0584	0.0005	0.015279133319854737
77000	184.2	37.93468070249176	199.76	959	0.0568	0.0005	0.015483576655387878
78000	182.22	38.419416965904105	199.76	965	0.0552	0.0005	0.015694623324606152
79000	180.9	38.63327581243921	199.76	971	0.05360000000000001	0.0005	0.01590062916278839
80000	180.98	38.649962483811024	199.76	976	0.052000000000000005	0.0005	0.01610777775446574
81000	180.47	38.817896645748334	199.76	981	0.05040000000000001	0.0005	0.016316197448306615
82000	156.06	68.72100406717003	199.76	1000	0.0488	0.0005	0.016521765258577136
83000	153.66	68.053981514677	199.76	1007	0.0472	0.0005	0.016727499961853028
84000	149.39	68.48706374199438	199.76	1014	0.0456	0.0005	0.016932982206344604
85000	145.39	68.98592537612292	199.76	1021	0.04400000000000001	0.0005	0.017139785753356087
86000	129.22	75.74662764770456	199.76	1036	0.04240000000000001	0.0005	0.017344061334927878
87000	130.71	71.64499912764323	199.76	1043	0.0408	0.0005	0.01755318330393897
88000	112.88	73.66997760282	199.76	1058	0.039200000000000006	0.0005	0.017761654721366035
89000	102.54	73.49794827068304	199.76	1069	0.0376	0.0005	0.01796945465935601
90000	94.64	70.73888888016265	199.76	1079	0.036000000000000004	0.0005	0.018175033860736423
91000	95.93	68.28868940022205	199.76	1092	0.034400000000000014	0.0005	0.01838022384378645
92000	99.75	66.88368635175546	199.76	1099	0.03280000000000001	0.0005	0.018590334984991286
93000	102.37	67.69352332387493	199.76	1105	0.031200000000000006	0.0005	0.01879619664616055
94000	104.27	69.66704457632747	199.76	1110	0.0296	0.0005	0.019005949960814582
95000	107.71	71.17208652273727	199.76	1115	0.027999999999999997	0.0005	0.019215225246217514
96000	111.73	72.91499914283754	199.76	1120	0.026400000000000007	0.0005	0.019420911868413288
97000	115.98	73.73438546566994	199.76	1125	0.024800000000000003	0.0005	0.019631361895137363
98000	122.45	73.3166249905163	199.76	1130	0.023200000000000012	0.0005	0.01983720554245843
99000	129.22	72.45613569601956	199.76	1135	0.021600000000000008	0.0005	0.020046875013245476
100000	133.36	72.97842420880296	199.76	1140	0.02	0.0005	0.0202542957994673
