Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
26000	74.48	47.1998898303799	74.5	692	0.532	0.0005	0.003854621648788452
27000	80.4	48.47576714194423	80.4	700	0.514	0.0005	0.0040174194839265615
28000	86.2	53.82675914449987	86.2	707	0.4959999999999999	0.0005	0.004183822804027133
29000	90.47	56.21075608813672	90.47	714	0.478	0.0005	0.004352050291167365
30000	96.34	58.483026597466726	96.55	721	0.45999999999999996	0.0005	0.004561446706453959
31000	100.93	60.41858240640871	100.93	728	0.44199999999999995	0.0005	0.00476287305355072
32000	103.77	61.903126738477425	104.85	734	0.42399999999999993	0.0005	0.004949813617600335
33000	111.34	63.53049976192538	111.34	739	0.4059999999999999	0.0005	0.005156402786572774
34000	117.13	65.52505703927315	117.13	745	0.3879999999999999	0.0005	0.005335058371225993
35000	123.91	64.9003998446851	123.91	751	0.37	0.0005	0.0055146611399120755
36000	130.77	64.86722670193323	130.77	756	0.352	0.0005	0.005745719406339857
37000	136.76	63.859082361086266	136.76	762	0.33399999999999996	0.0005	0.005945805046293471
38000	142.0	62.97205729527978	142.0	769	0.31599999999999995	0.0005	0.0061367991235521105
39000	145.11	63.802961530010506	145.11	774	0.29799999999999993	0.0005	0.006344719727834066
40000	149.67	61.83915507184748	149.67	781	0.2799999999999999	0.0005	0.0065798241562313505
41000	153.52	60.958097083160325	153.52	786	0.262	0.0005	0.006775873833232456
42000	159.87	58.625532833399475	159.87	791	0.244	0.0005	0.006982750495274861
43000	166.01	55.11651204493985	166.01	796	0.22599999999999998	0.0005	0.007181718879275852
44000	168.46	54.97497976352515	168.46	801	0.20799999999999996	0.0005	0.0073836616675059
45000	172.03	52.51636982884479	172.03	806	0.18999999999999995	0.0005	0.007630119986004299
46000	174.76	51.26424094824773	174.76	811	0.17199999999999993	0.0005	0.007844076951344809
47000	176.07	50.448241792950526	176.07	816	0.15400000000000003	0.0005	0.008083254959848192
48000	180.19	46.62074538228662	180.19	821	0.136	0.0005	0.008296442164315118
49000	184.07	42.6772199188279	184.07	826	0.118	0.0005	0.008542969955338372
50000	184.99	42.50611603051966	184.99	831	0.1	0.0005	0.008764635258250766
51000	187.53	40.00261366460947	187.53	836	0.0984	0.0005	0.008991057210498386
52000	187.53	40.00261366460947	187.53	841	0.09680000000000001	0.0005	0.0092127705944909
53000	189.47	36.40644311107581	189.47	846	0.0952	0.0005	0.009417152802149454
54000	190.98	34.25929946744388	191.05	851	0.0936	0.0005	0.009615554412206014
55000	190.98	34.25929946744388	191.05	856	0.092	0.0005	0.009849470522668626
56000	192.46	31.291666622281397	192.46	861	0.09040000000000001	0.0005	0.010049262510405646
57000	195.97	21.02210978945738	195.97	866	0.0888	0.0005	0.010259930557674832
58000	197.09	16.180911593603117	197.09	871	0.0872	0.0005	0.01045734253194597
59000	197.09	16.180911593603117	197.09	876	0.08560000000000001	0.0005	0.01065481079949273
60000	199.16	3.618618520927565	199.16	881	0.084	0.0005	0.010854853921466404
61000	199.17	3.630578466305335	199.19	886	0.0824	0.0005	0.011053816411230299
62000	199.23	3.594036727692137	199.23	891	0.08080000000000001	0.0005	0.01125507030222151
63000	198.75	4.944441323344833	199.23	896	0.0792	0.0005	0.011454592479599847
64000	198.33	5.37411388044578	199.23	902	0.0776	0.0005	0.011660033596886528
65000	198.14	5.6409573655541845	199.23	907	0.07600000000000001	0.0005	0.011857147481706408
66000	197.38	7.155110062046566	199.23	912	0.07440000000000001	0.0005	0.01205776075522105
67000	196.85	8.18458917722814	199.23	917	0.0728	0.0005	0.01226135187678867
68000	195.32	11.142602927503072	199.23	923	0.07120000000000001	0.0005	0.012459459437264337
69000	195.12	11.235906727985952	199.23	928	0.06960000000000001	0.0005	0.012657386660575866
70000	188.45	33.45425981844465	199.23	936	0.068	0.0005	0.012917686104774475
71000	187.34	33.87985241998554	199.23	942	0.06640000000000001	0.0005	0.01316045641899109
72000	180.85	45.18570017162509	199.23	950	0.0648	0.0005	0.013378707501623366
73000	177.91	47.99668634395504	199.23	957	0.0632	0.0005	0.013588593535953097
74000	171.08	55.45496911909698	199.23	965	0.06160000000000001	0.0005	0.013793864647547404
75000	166.93	57.49804431456778	199.23	972	0.060000000000000005	0.0005	0.014007526106304593
76000	166.54	57.370100226511724	199.23	978	0.0584	0.0005	0.014229047497113546
77000	166.3	57.346752305601406	199.23	983	0.0568	0.0005	0.014469067454338074
78000	162.53	61.02220169741501	199.23	990	0.0552	0.0005	0.014702467521031697
79000	162.28	60.91667751937889	199.23	995	0.05360000000000001	0.0005	0.014903790487183466
80000	148.48	70.75005017666065	199.23	1007	0.052000000000000005	0.0005	0.015104805827140808
81000	148.14	70.59362860768668	199.23	1013	0.05040000000000001	0.0005	0.015308973325623407
82000	145.58	73.01591333401232	199.23	1020	0.0488	0.0005	0.01550816833972931
83000	145.78	73.13611693274397	199.23	1025	0.0472	0.0005	0.015734129150708518
84000	148.58	70.40258233900231	199.23	1032	0.0456	0.0005	0.015990117788314818
85000	148.88	70.4145269102903	199.23	1037	0.04400000000000001	0.0005	0.016230063570870295
86000	148.62	70.46896905730918	199.23	1043	0.04240000000000001	0.0005	0.016466395523813036
87000	152.64	67.91472888851136	199.23	1048	0.0408	0.0005	0.01670157465669844
88000	150.29	69.13180093126462	199.23	1057	0.039200000000000006	0.0005	0.016907828317748175
89000	152.8	67.94777406214276	199.23	1062	0.0376	0.0005	0.017128137747446696
90000	157.52	63.637014386283084	199.23	1068	0.036000000000000004	0.0005	0.01734931078222063
91000	158.66	63.760680673907494	199.23	1073	0.034400000000000014	0.0005	0.017618658873769972
92000	157.82	63.732782773075265	199.23	1079	0.03280000000000001	0.0005	0.01784070995118883
93000	157.16	63.52963403011228	199.23	1084	0.031200000000000006	0.0005	0.018059189981884428
94000	157.5	59.895993188192485	199.23	1091	0.0296	0.0005	0.01826801141103109
95000	157.87	58.04199428000385	199.23	1097	0.027999999999999997	0.0005	0.018477444383833145
96000	167.03	48.01134345131367	199.23	1102	0.026400000000000007	0.0005	0.01868342359860738
97000	167.82	46.0176879036746	199.23	1108	0.024800000000000003	0.0005	0.018890322777960034
98000	168.05	46.013340456871845	199.23	1114	0.023200000000000012	0.0005	0.019099453290303547
99000	171.64	40.95644515824096	199.23	1119	0.021600000000000008	0.0005	0.019303352766566806
100000	171.09	40.91114640290589	199.23	1125	0.02	0.0005	0.019517841074201795
