Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
85000	114.44	74.34841222245436	199.37	1033	0.04400000000000001	0.0005	0.016267450319396123
86000	122.29	72.39948825785994	199.37	1038	0.04240000000000001	0.0005	0.016471565034654405
87000	132.41	69.13770244953183	199.37	1044	0.0408	0.0005	0.01667578008439806
88000	138.15	67.60434527454578	199.37	1049	0.039200000000000006	0.0005	0.016880656745698715
89000	145.05	63.92000860450506	199.37	1054	0.0376	0.0005	0.017085298366016813
90000	150.66	60.07648791332596	199.37	1060	0.036000000000000004	0.0005	0.017291610638300578
91000	158.19	54.4427580124299	199.37	1065	0.034400000000000014	0.0005	0.017495581441455417
92000	162.2	50.49574239478018	199.37	1071	0.03280000000000001	0.0005	0.017700427836842007
93000	164.51	48.93270787520348	199.37	1076	0.031200000000000006	0.0005	0.017911915911568536
94000	169.67	43.09015084680025	199.37	1081	0.0296	0.0005	0.018119493656688267
95000	176.8	30.967402215878558	199.37	1086	0.027999999999999997	0.0005	0.018324867553181117
96000	180.98	25.11652045964966	199.37	1091	0.026400000000000007	0.0005	0.01853355454074012
97000	184.24	18.07269764036349	199.37	1096	0.024800000000000003	0.0005	0.018738483389218647
98000	184.41	18.000052777700404	199.37	1101	0.023200000000000012	0.0005	0.0189449856016371
99000	183.74	18.513573398995668	199.37	1107	0.021600000000000008	0.0005	0.019164856142467924
100000	184.73	18.01657847650325	199.37	1112	0.02	0.0005	0.01937209619416131
