Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
68000	197.43	9.067805688257772	200.0	915	0.07120000000000001	0.0005	0.012090163628260294
69000	197.43	9.067805688257772	200.0	920	0.06960000000000001	0.0005	0.01229387919108073
70000	195.51	19.937148742987297	200.0	926	0.068	0.0005	0.012498966654141744
71000	195.36	19.93114146254549	200.0	931	0.06640000000000001	0.0005	0.012704205314318338
72000	180.69	51.48819185017084	200.0	944	0.0648	0.0005	0.012914030022091336
73000	180.54	51.45355575662386	200.0	949	0.0632	0.0005	0.013118970592816671
74000	179.83	51.54164432766965	200.0	954	0.06160000000000001	0.0005	0.01332007971074846
75000	179.68	51.50453960574738	200.0	959	0.060000000000000005	0.0005	0.013522188398573134
76000	177.29	54.001165728158135	200.0	965	0.0584	0.0005	0.013727042277654013
77000	176.42	53.99540350807651	200.0	971	0.0568	0.0005	0.013931451439857483
78000	168.4	60.63546816839134	200.0	980	0.0552	0.0005	0.014131883382797241
79000	167.28	60.445525889018455	200.0	986	0.05360000000000001	0.0005	0.014338392549090915
80000	158.09	66.49978872146887	200.0	995	0.052000000000000005	0.0005	0.014541283051172893
81000	156.68	66.45252139685898	200.0	1002	0.05040000000000001	0.0005	0.014745109478632609
82000	153.57	67.72462698309972	200.0	1009	0.0488	0.0005	0.014946603642569648
83000	152.12	67.32789615011002	200.0	1014	0.0472	0.0005	0.015151134464475843
84000	146.68	68.89700719189477	200.0	1022	0.0456	0.0005	0.015353322227795918
85000	148.19	67.79376003733677	200.0	1027	0.04400000000000001	0.0005	0.015557594431771172
86000	147.45	67.5042776422354	200.0	1033	0.04240000000000001	0.0005	0.015764899783664278
87000	156.53	59.96289769515813	200.0	1039	0.0408	0.0005	0.015996837284829882
88000	157.52	57.906559213961245	200.0	1045	0.039200000000000006	0.0005	0.016237406465742323
89000	156.71	58.193521117045314	200.0	1050	0.0376	0.0005	0.01644469890329573
90000	146.23	66.55146204254268	200.0	1062	0.036000000000000004	0.0005	0.01664838002787696
91000	145.39	66.04103194227056	200.0	1068	0.034400000000000014	0.0005	0.01684731059604221
92000	144.05	67.13499460043175	200.0	1078	0.03280000000000001	0.0005	0.01708053562376234
93000	144.75	67.44262376272145	200.0	1083	0.031200000000000006	0.0005	0.01734343753920661
94000	149.15	63.79488615868829	200.0	1089	0.0296	0.0005	0.017604112492667304
95000	152.12	62.64683232215337	200.0	1094	0.027999999999999997	0.0005	0.017827100025282965
96000	153.09	62.84347141907424	200.0	1099	0.026400000000000007	0.0005	0.018036575582292345
97000	154.73	63.21089383959066	200.0	1104	0.024800000000000003	0.0005	0.018247918950186834
98000	158.6	61.92398565983944	200.0	1110	0.023200000000000012	0.0005	0.018496165076891582
99000	159.76	62.159652508681226	200.0	1115	0.021600000000000008	0.0005	0.01872439662615458
100000	164.75	59.131104336042974	200.0	1120	0.02	0.0005	0.019017375310262045
