Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
30000	98.32	57.65307970958706	98.32	738	0.45999999999999996	0.0005	0.004309201902813382
31000	105.89	57.27598013129063	105.89	746	0.44199999999999995	0.0005	0.004476802481545342
32000	111.12	56.02183145881613	111.12	753	0.42399999999999993	0.0005	0.004645344416300456
33000	115.67	56.65828359560497	115.67	762	0.4059999999999999	0.0005	0.004815051688088311
34000	120.42	57.91479603693688	120.42	767	0.3879999999999999	0.0005	0.004989805022875468
35000	126.22	57.60600315939303	126.22	772	0.37	0.0005	0.005162523587544759
36000	131.31	56.60241955959127	131.31	778	0.352	0.0005	0.005339270830154419
37000	133.16	57.946133606997456	134.49	785	0.33399999999999996	0.0005	0.005515880054897732
38000	136.11	57.26515432616941	136.53	790	0.31599999999999995	0.0005	0.005693116386731465
39000	140.2	56.85138520739842	140.2	796	0.29799999999999993	0.0005	0.005869925551944309
40000	143.15	56.11976033448468	143.15	801	0.2799999999999999	0.0005	0.006051317784521315
41000	148.94	53.49276960487277	148.94	807	0.262	0.0005	0.006232494446966383
42000	150.7	52.967442830478426	150.7	812	0.244	0.0005	0.006416726112365723
43000	152.82	51.7786403838494	152.82	818	0.22599999999999998	0.0005	0.006602222787009345
44000	157.93	47.49089491681538	157.93	823	0.20799999999999996	0.0005	0.006795334749751621
45000	163.37	43.468069890437974	163.37	829	0.18999999999999995	0.0005	0.006978933347596063
46000	163.57	42.9802873419897	163.81	834	0.17199999999999993	0.0005	0.007164743012852139
47000	167.17	40.56255785820218	167.18	840	0.15400000000000003	0.0005	0.00735457526312934
48000	169.74	38.17056981497657	169.74	846	0.136	0.0005	0.0075443633397420246
49000	172.65	34.90397541828151	172.65	851	0.118	0.0005	0.00773716476228502
50000	174.61	30.752851900270972	174.61	857	0.1	0.0005	0.007933214174376594
51000	178.09	24.599632111070278	178.09	863	0.0984	0.0005	0.008127158880233765
52000	177.46	24.541157266926103	178.09	868	0.09680000000000001	0.0005	0.008319801953103808
53000	177.58	24.739919159124184	178.09	874	0.0952	0.0005	0.008512503041161431
54000	178.71	24.243883764776633	178.77	879	0.0936	0.0005	0.008701508906152513
55000	180.2	20.164820852167274	180.2	884	0.092	0.0005	0.008895259764459398
56000	181.02	19.31630399429456	181.09	890	0.09040000000000001	0.0005	0.009087555011113484
57000	180.49	19.466635559335877	181.15	895	0.0888	0.0005	0.00927971276972029
58000	179.45	25.140157119636307	181.15	902	0.0872	0.0005	0.0094745491610633
59000	179.44	25.54028973993835	181.15	907	0.08560000000000001	0.0005	0.009666586385832893
60000	160.3	57.03393726545627	181.15	923	0.084	0.0005	0.009859459201494853
61000	156.8	58.31071942619127	181.15	930	0.0824	0.0005	0.0100515972243415
62000	155.82	60.50493864140348	181.15	937	0.08080000000000001	0.0005	0.01024096753862169
63000	155.4	60.355115773230025	181.15	943	0.0792	0.0005	0.010432820253902011
64000	155.85	60.55714243588447	181.15	948	0.0776	0.0005	0.010632939140001933
65000	155.44	60.405847399072215	181.15	954	0.07600000000000001	0.0005	0.010826656950844659
66000	151.35	62.79544171355115	181.15	962	0.07440000000000001	0.0005	0.011018147203657363
67000	149.36	62.13139625020509	181.15	969	0.0728	0.0005	0.011210885246594747
68000	146.96	61.390377096088926	181.15	975	0.07120000000000001	0.0005	0.011403902769088745
69000	143.35	60.15918466867715	181.15	982	0.06960000000000001	0.0005	0.011598557233810425
70000	141.82	59.40814422282521	181.15	989	0.068	0.0005	0.011792498032251993
71000	141.66	59.37578967895922	181.15	994	0.06640000000000001	0.0005	0.011987345019976298
72000	140.12	58.71120506342892	181.15	1001	0.0648	0.0005	0.012181286414464315
73000	142.09	57.52201230833288	181.15	1006	0.0632	0.0005	0.012375261386235554
74000	148.42	52.438760473527594	181.15	1013	0.06160000000000001	0.0005	0.012575139668252733
75000	156.29	42.22044409998549	181.15	1018	0.060000000000000005	0.0005	0.012767090002695719
76000	158.3	40.109475189785265	181.15	1024	0.0584	0.0005	0.012959798905584546
77000	160.07	37.58623551248515	181.15	1030	0.0568	0.0005	0.013153218891885546
78000	159.09	34.252910825213085	181.15	1038	0.0552	0.0005	0.013349830574459499
79000	158.04	34.15052561820974	181.15	1044	0.05360000000000001	0.0005	0.013546051979064942
80000	157.71	34.23544800349486	181.15	1049	0.052000000000000005	0.0005	0.01374147891998291
81000	158.0	34.66958321064734	181.15	1055	0.05040000000000001	0.0005	0.013933822512626648
82000	159.96	32.53580181891942	181.15	1062	0.0488	0.0005	0.01413033386071523
83000	160.78	33.00623577447146	181.15	1068	0.0472	0.0005	0.014326895541614957
84000	160.65	33.96685884800065	181.15	1075	0.0456	0.0005	0.014522300561269125
85000	160.62	33.90657163441919	181.15	1082	0.04400000000000001	0.0005	0.014725106888347201
86000	160.94	34.1967308379032	181.15	1088	0.04240000000000001	0.0005	0.01492445919248793
87000	160.59	33.98561313261834	181.15	1094	0.0408	0.0005	0.015121992826461792
88000	151.0	46.23634933685833	181.15	1106	0.039200000000000006	0.0005	0.015324157542652555
89000	151.17	43.77420587514981	181.15	1112	0.0376	0.0005	0.015519573622279697
90000	149.59	43.16760243515964	181.15	1119	0.036000000000000004	0.0005	0.01571687810950809
91000	148.37	42.78846924114019	181.15	1125	0.034400000000000014	0.0005	0.01591263863775465
92000	148.59	42.86912525349683	181.15	1131	0.03280000000000001	0.0005	0.016113139192263284
93000	149.52	42.835377901916544	181.15	1138	0.031200000000000006	0.0005	0.01631055169635349
94000	149.72	42.70809759284532	181.15	1144	0.0296	0.0005	0.016511989500787524
95000	148.51	41.89713474690126	181.15	1150	0.027999999999999997	0.0005	0.01670844250255161
96000	140.21	50.12450398757079	181.15	1162	0.026400000000000007	0.0005	0.016908135811487833
97000	140.88	50.40739628268852	181.15	1167	0.024800000000000003	0.0005	0.017106028066741094
98000	141.13	49.84629474695185	181.15	1174	0.023200000000000012	0.0005	0.017303280300564237
99000	140.58	49.51185312629694	181.15	1181	0.021600000000000008	0.0005	0.017503035797013178
100000	140.57	49.13089761036328	181.15	1188	0.02	0.0005	0.017699613836076523
